student_id,first_name,last_name,email,gender,age,department,attendance(%),midterm_score,final_score,assignment_avg,quizzes_avg,participation_score,projects_score,total_score,grade,study_hours_per_week,internet_access,parent_education,family_income,stress_level
2001,Brenda,Sanders,brenda.sanders2001@email.com,Male,20,History,77.9,53,41,50.0,50.0,60,50,47.8,F,10,yes,Associate,low,7
2002,William,Mooney,william.mooney2002@email.com,Female,21,Business,66.4,87,73,90.1,81.6,65,62,77.9,C+,12,yes,Bachelor's,medium,5
2003,Taylor,Alvarez,taylor.alvarez2003@email.com,Male,23,Physics,78.0,86,51,82.1,69.7,68,79,69.2,D,12,no,High School,low,7
2004,Cody,Campbell,cody.campbell2004@email.com,Male,24,Biology,98.3,78,56,50.8,50.0,60,67,63.1,D,6,yes,Bachelor's,medium,8
2005,Jennifer,Smith,jennifer.smith2005@email.com,Female,20,Biology,100.0,67,78,79.1,86.7,90,68,74.9,C,14,yes,Bachelor's,medium,4
2006,Gary,Wade,gary.wade2006@email.com,Male,20,Mathematics,96.8,64,68,67.7,68.1,74,84,68.8,D,13,yes,Bachelor's,medium,6
2007,Joshua,Johnson,joshua.johnson2007@email.com,Female,19,Chemistry,80.1,66,53,66.6,60.4,60,59,59.6,F,15,no,Bachelor's,high,8
2008,Jodi,Cox,jodi.cox2008@email.com,Male,21,Computer Science,84.8,49,40,68.3,71.3,60,50,49.1,F,11,no,Bachelor's,low,9
2009,Jason,Smith,jason.smith2009@email.com,Male,23,Business,82.0,77,67,100.0,78.1,89,93,77.6,C+,13,yes,Doctorate,medium,6
2010,Jesse,Webb,jesse.webb2010@email.com,Male,21,Engineering,100.0,49,52,54.4,50.0,62,60,52.6,F,6,yes,Bachelor's,medium,7
2011,William,Benson,william.benson2011@email.com,Female,21,History,77.5,66,79,81.5,74.8,62,81,74.5,C,12,no,Master's,medium,4
2012,Amanda,Barker,amanda.barker2012@email.com,Female,24,History,91.7,67,73,72.4,66.7,76,59,69.6,D,9,yes,High School,low,4
2013,Stephanie,Brown,stephanie.brown2013@email.com,Male,18,Psychology,97.9,70,90,76.9,89.2,81,82,81.5,B-,15,no,Doctorate,high,3
2014,David,White,david.white2014@email.com,Female,19,Physics,74.3,63,70,62.2,50.0,60,50,63.6,D,19,no,Master's,high,6
2015,Gregory,Lyons,gregory.lyons2015@email.com,Male,24,Psychology,78.1,48,52,51.6,54.5,65,50,51.4,F,12,yes,Associate,medium,7
2016,Clifford,Rivera,clifford.rivera2016@email.com,Female,23,Political Science,90.7,71,91,77.2,83.7,69,65,79.6,C+,14,yes,Associate,medium,4
2017,Crystal,Reese,crystal.reese2017@email.com,Male,20,Chemistry,93.3,76,65,76.1,66.0,60,65,69.2,D,9,yes,High School,low,6
2018,Elizabeth,Brady,elizabeth.brady2018@email.com,Male,24,Mathematics,62.0,82,69,96.0,65.6,80,85,77.6,C+,12,yes,High School,low,3
2019,Alice,Martinez,alice.martinez2019@email.com,Female,22,Computer Science,100.0,78,85,72.8,80.0,68,93,81.5,B-,6,yes,Associate,high,7
2020,Erin,Taylor,erin.taylor2020@email.com,Female,21,Mathematics,81.6,88,83,92.8,62.0,76,83,84.1,B,13,yes,High School,low,2
2021,John,Smith,john.smith2021@email.com,Male,23,Chemistry,73.4,40,40,50.0,50.0,60,50,43.5,F,14,yes,Associate,high,4
2022,Anne,Dickson,anne.dickson2022@email.com,Male,22,Computer Science,93.1,78,77,75.1,64.1,70,74,75.8,C,14,yes,High School,low,6
2023,Amanda,Webb,amanda.webb2023@email.com,Male,19,Computer Science,78.5,52,50,50.0,53.1,60,50,51.3,F,5,yes,Associate,high,4
2024,Melissa,Sosa,melissa.sosa2024@email.com,Male,20,Chemistry,85.5,93,70,88.2,83.8,84,87,81.9,B-,20,yes,Bachelor's,high,5
2025,Troy,Kennedy,troy.kennedy2025@email.com,Male,22,Chemistry,95.8,83,79,84.8,79.9,69,65,79.0,C+,21,yes,Master's,high,6
2026,Melissa,Santiago,melissa.santiago2026@email.com,Female,24,Political Science,83.6,85,68,82.6,81.8,87,93,78.8,C+,14,yes,High School,low,5
2027,Karen,Johnson,karen.johnson2027@email.com,Male,19,Physics,95.2,78,73,82.1,75.6,74,74,75.7,C,7,yes,High School,low,5
2028,Michele,Wright,michele.wright2028@email.com,Female,24,Chemistry,98.0,72,66,88.1,71.5,81,60,70.6,C-,14,yes,Doctorate,medium,6
2029,Michael,Atkinson,michael.atkinson2029@email.com,Male,22,Computer Science,90.1,73,63,80.6,64.4,64,64,68.0,D,8,yes,Bachelor's,medium,5
2030,Sean,Gibson,sean.gibson2030@email.com,Female,24,Mathematics,87.2,88,63,85.4,78.7,64,84,75.8,C,17,yes,High School,medium,7
2031,Kimberly,Pace,kimberly.pace2031@email.com,Female,23,Mathematics,85.7,52,64,73.6,80.0,60,50,60.6,D,7,no,Doctorate,high,7
2032,Joanne,Klein,joanne.klein2032@email.com,Female,20,Physics,93.1,78,75,86.3,78.1,82,89,79.0,C+,18,yes,Bachelor's,medium,7
2033,Bruce,Love,bruce.love2033@email.com,Male,24,Mathematics,95.7,86,90,90.5,77.6,82,92,88.1,B+,20,no,Bachelor's,medium,8
2034,Daniel,Smith,daniel.smith2034@email.com,Female,23,Psychology,93.0,40,45,50.0,50.0,60,50,45.5,F,5,yes,High School,medium,6
2035,Brian,Morris,brian.morris2035@email.com,Female,22,Economics,78.1,57,47,53.8,50.0,60,50,51.8,F,13,yes,Bachelor's,medium,4
2036,Edward,Hughes,edward.hughes2036@email.com,Female,23,Psychology,65.6,84,75,94.5,88.6,74,62,79.0,C+,15,yes,Associate,low,4
2037,Kayla,Daniels,kayla.daniels2037@email.com,Male,19,Physics,66.2,54,64,50.0,65.7,60,50,58.1,F,8,yes,High School,low,7
2038,Mary,Harding,mary.harding2038@email.com,Male,19,Business,85.3,64,65,75.0,72.5,69,63,66.2,D,13,yes,Associate,low,8
2039,Gene,Stokes,gene.stokes2039@email.com,Female,23,History,72.1,78,63,60.5,61.2,60,50,65.7,D,13,yes,Bachelor's,low,6
2040,Patrick,Hawkins,patrick.hawkins2040@email.com,Female,24,Economics,80.4,77,77,91.2,98.4,85,88,81.1,B-,20,yes,Bachelor's,low,5
2041,Sheri,Norman,sheri.norman2041@email.com,Female,20,Psychology,63.2,70,57,59.8,57.9,60,67,62.4,D,14,yes,Associate,medium,6
2042,Beverly,George,beverly.george2042@email.com,Male,20,Psychology,74.0,40,40,50.0,50.0,60,50,43.5,F,8,yes,Associate,medium,7
2043,Jonathan,Ross,jonathan.ross2043@email.com,Female,24,Psychology,100.0,60,56,73.6,62.7,60,61,60.0,D,10,yes,Associate,medium,6
2044,Shelby,Lawson,shelby.lawson2044@email.com,Female,24,Chemistry,96.6,53,48,61.7,55.1,60,50,52.0,F,8,no,High School,low,7
2045,Jessica,Richardson,jessica.richardson2045@email.com,Female,18,Physics,94.4,69,76,59.3,67.1,68,63,70.2,C-,13,yes,High School,low,6
2046,Christy,Scott,christy.scott2046@email.com,Male,18,Biology,67.9,40,46,54.4,50.0,60,50,46.3,F,8,yes,Bachelor's,high,4
2047,Brian,Garner,brian.garner2047@email.com,Male,19,Biology,84.4,82,63,85.8,70.9,69,70,72.5,C-,14,yes,High School,high,6
2048,Adam,Long,adam.long2048@email.com,Male,24,Chemistry,86.0,81,64,70.0,64.5,60,68,70.0,C-,16,yes,High School,low,5
2049,Timothy,Douglas,timothy.douglas2049@email.com,Male,19,English Literature,81.5,64,50,76.2,71.8,60,52,58.7,F,20,yes,Associate,medium,7
2050,Bill,Hall,bill.hall2050@email.com,Female,22,Physics,64.5,77,78,90.2,66.1,73,94,79.8,C+,13,yes,Doctorate,medium,4
2051,Troy,Wilson,troy.wilson2051@email.com,Female,19,Computer Science,82.8,58,52,56.6,50.0,60,52,54.6,F,11,yes,Associate,medium,5
2052,William,Shepard,william.shepard2052@email.com,Female,23,Business,60.0,66,99,80.1,74.9,70,80,82.8,B-,12,yes,Master's,high,2
2053,Jim,Huffman,jim.huffman2053@email.com,Male,21,Psychology,100.0,57,48,50.0,54.0,60,54,52.4,F,14,yes,Doctorate,medium,5
2054,Nicholas,Wilkerson,nicholas.wilkerson2054@email.com,Male,18,Business,87.1,88,90,87.3,77.3,60,93,87.3,B+,11,yes,Bachelor's,low,1
2055,Barbara,Williams,barbara.williams2055@email.com,Male,19,Psychology,98.6,58,56,51.7,61.2,60,63,57.4,F,16,yes,Associate,low,5
2056,Devon,Bell,devon.bell2056@email.com,Female,24,Political Science,80.1,85,72,76.2,74.5,68,59,75.0,C,13,yes,Bachelor's,high,5
2057,John,Rodriguez,john.rodriguez2057@email.com,Male,20,Chemistry,64.5,67,76,88.6,97.8,76,62,74.3,C,15,yes,Bachelor's,high,6
2058,Patricia,Harris,patricia.harris2058@email.com,Female,21,Physics,62.7,63,77,76.9,54.8,76,71,71.1,C-,14,yes,Master's,medium,2
2059,Amanda,Lane,amanda.lane2059@email.com,Male,20,Chemistry,100.0,41,40,50.4,50.0,60,50,43.9,F,10,yes,Master's,low,6
2060,Misty,Hernandez,misty.hernandez2060@email.com,Female,21,Political Science,100.0,91,74,90.1,90.5,94,82,83.4,B,16,yes,Bachelor's,low,4
2061,Nicholas,Powell,nicholas.powell2061@email.com,Female,21,Chemistry,76.3,40,40,50.0,50.0,60,50,43.5,F,5,yes,Associate,low,7
2062,Jerry,Le,jerry.le2062@email.com,Female,22,Political Science,76.7,60,82,83.8,70.6,98,83,76.0,C,5,yes,Associate,medium,3
2063,Timothy,Mitchell,timothy.mitchell2063@email.com,Male,24,History,96.8,91,70,77.6,86.3,81,88,80.3,B-,15,yes,Master's,medium,5
2064,Anna,Oconnell,anna.oconnell2064@email.com,Male,20,Chemistry,89.0,40,40,50.0,50.0,60,50,43.5,F,12,yes,Bachelor's,medium,9
2065,Alexandra,Ray,alexandra.ray2065@email.com,Female,20,Business,95.4,54,59,71.4,69.1,78,68,61.1,D,13,no,High School,low,5
2066,Anthony,Lopez,anthony.lopez2066@email.com,Female,19,Physics,88.2,44,40,50.0,51.3,60,50,44.8,F,8,yes,Associate,medium,8
2067,Ashley,Goodman,ashley.goodman2067@email.com,Female,19,English Literature,84.7,66,74,73.1,62.3,60,56,68.5,D,10,yes,High School,high,8
2068,Taylor,Williams,taylor.williams2068@email.com,Male,18,English Literature,75.0,47,62,62.1,50.8,60,54,56.1,F,11,yes,High School,medium,7
2069,Angela,Ross,angela.ross2069@email.com,Female,24,Computer Science,84.7,48,40,51.4,50.0,60,50,46.0,F,11,yes,High School,low,5
2070,Dustin,Garcia,dustin.garcia2070@email.com,Female,24,Biology,72.4,41,40,50.0,54.8,60,50,44.0,F,8,yes,High School,low,6
2071,Eric,Wilson,eric.wilson2071@email.com,Male,21,Psychology,74.6,81,76,80.1,80.1,82,80,78.9,C+,16,yes,Associate,low,7
2072,Ryan,Taylor,ryan.taylor2072@email.com,Male,23,Chemistry,89.1,65,62,62.4,64.7,60,64,63.2,D,15,yes,Bachelor's,high,8
2073,Steven,Foster,steven.foster2073@email.com,Male,24,Engineering,60.7,73,72,76.8,74.1,67,74,72.9,C-,15,yes,Associate,low,4
2074,Renee,Williams,renee.williams2074@email.com,Male,19,Business,71.7,52,69,68.6,71.0,60,78,64.5,D,8,yes,Doctorate,high,6
2075,Angela,Roberts,angela.roberts2075@email.com,Male,18,Physics,77.0,40,40,51.1,50.0,60,50,43.6,F,8,yes,Master's,medium,6
2076,Holly,Smith,holly.smith2076@email.com,Female,21,Mathematics,76.9,68,62,87.2,69.9,64,61,66.8,D,11,yes,Master's,medium,7
2077,Christine,Sutton,christine.sutton2077@email.com,Male,21,Economics,84.6,52,51,67.9,61.3,60,72,56.1,F,12,yes,Associate,medium,8
2078,Anthony,Edwards,anthony.edwards2078@email.com,Male,18,Computer Science,72.8,43,40,61.6,50.0,60,50,45.6,F,11,yes,Bachelor's,high,8
2079,Cassandra,Jones,cassandra.jones2079@email.com,Female,19,History,71.2,88,93,100.0,92.2,85,68,89.4,B+,19,yes,Bachelor's,high,4
2080,Sara,Mendez,sara.mendez2080@email.com,Female,20,Psychology,100.0,70,74,82.1,79.3,70,85,74.9,C,7,no,High School,medium,3
2081,Philip,Jackson,philip.jackson2081@email.com,Male,22,Biology,91.6,99,76,80.1,71.2,80,79,83.6,B,16,yes,Master's,medium,6
2082,Andrew,Cox,andrew.cox2082@email.com,Female,22,Political Science,87.7,80,64,69.5,67.0,60,69,69.9,D,10,yes,Master's,high,6
2083,David,Vasquez,david.vasquez2083@email.com,Female,20,History,89.3,45,58,58.3,53.1,60,61,54.3,F,13,yes,Master's,high,6
2084,Austin,Mcpherson,austin.mcpherson2084@email.com,Female,22,Physics,87.5,60,77,65.1,65.8,75,58,68.3,D,5,yes,Associate,low,8
2085,Matthew,Joseph,matthew.joseph2085@email.com,Female,18,Psychology,96.3,69,69,65.9,65.2,60,50,66.2,D,17,yes,Bachelor's,medium,9
2086,Donna,Fernandez,donna.fernandez2086@email.com,Male,23,Business,97.6,66,70,66.4,55.7,60,72,67.5,D,5,yes,High School,medium,6
2087,Alan,Garcia,alan.garcia2087@email.com,Male,18,Biology,97.6,68,59,58.9,66.5,66,59,62.5,D,15,yes,Bachelor's,high,7
2088,Jennifer,Powers,jennifer.powers2088@email.com,Male,23,Political Science,78.9,49,62,66.1,52.8,60,52,57.0,F,12,yes,Master's,medium,10
2089,Perry,Garcia,perry.garcia2089@email.com,Female,21,Business,77.5,54,46,52.9,50.0,60,67,52.2,F,9,yes,Bachelor's,high,8
2090,Nicholas,Best,nicholas.best2090@email.com,Female,22,Engineering,76.3,75,86,88.1,86.5,95,89,83.8,B,9,yes,Bachelor's,medium,6
2091,Lori,Orr,lori.orr2091@email.com,Female,24,Business,95.9,72,93,98.2,86.1,94,99,87.6,B+,14,yes,Associate,medium,4
2092,Christina,Berry,christina.berry2092@email.com,Male,19,Psychology,74.3,61,73,71.6,62.9,78,62,68.0,D,12,yes,Associate,low,7
2093,Colin,Hale,colin.hale2093@email.com,Female,23,Business,86.6,83,85,85.6,87.2,60,73,82.2,B-,11,yes,Associate,medium,4
2094,Kathleen,Perez,kathleen.perez2094@email.com,Male,23,Business,97.8,57,40,50.0,55.6,60,50,48.9,F,9,yes,High School,low,8
2095,Becky,Anderson,becky.anderson2095@email.com,Male,22,Chemistry,78.7,88,64,78.2,65.6,60,82,74.4,C,13,no,Associate,medium,5
2096,Kent,Burke,kent.burke2096@email.com,Female,24,Engineering,75.0,76,67,88.8,57.1,67,69,71.6,C-,9,yes,Associate,low,4
2097,Chris,Welch,chris.welch2097@email.com,Female,18,Mathematics,92.6,70,81,77.3,84.3,71,66,75.6,C,10,no,Associate,medium,1
2098,Patricia,Marshall,patricia.marshall2098@email.com,Male,23,Mathematics,80.5,49,45,50.0,50.0,60,50,48.3,F,10,yes,Master's,high,10
2099,Kathryn,Richardson,kathryn.richardson2099@email.com,Male,20,Biology,84.0,85,70,85.5,80.5,86,91,79.6,C+,13,yes,Bachelor's,low,2
2100,Jasmine,Reed,jasmine.reed2100@email.com,Male,23,Engineering,75.5,80,93,90.0,72.7,82,75,85.5,B,8,yes,High School,medium,6
2101,Michelle,Alexander,michelle.alexander2101@email.com,Female,24,Mathematics,74.0,59,81,86.6,82.9,84,53,72.5,C-,13,yes,High School,medium,3
2102,Jennifer,Snyder,jennifer.snyder2102@email.com,Male,23,English Literature,67.3,74,83,88.9,76.3,68,79,79.5,C+,12,yes,Associate,medium,6
2103,Vanessa,Wilson,vanessa.wilson2103@email.com,Male,22,English Literature,80.1,79,51,50.0,63.9,66,60,61.6,D,12,no,Master's,high,4
2104,Kelly,Powell,kelly.powell2104@email.com,Male,18,Business,92.4,62,75,67.3,74.2,74,72,70.0,D,11,no,Associate,medium,5
2105,Connie,Chapman,connie.chapman2105@email.com,Male,24,Computer Science,95.6,55,58,50.0,50.0,60,50,55.2,F,6,yes,Bachelor's,medium,9
2106,Michelle,Berry,michelle.berry2106@email.com,Male,24,Chemistry,92.9,50,52,50.0,50.0,60,58,52.2,F,7,no,Associate,high,9
2107,Nancy,Rodgers,nancy.rodgers2107@email.com,Male,18,Business,89.0,79,65,89.6,79.0,68,96,75.7,C,16,yes,High School,low,5
2108,Tonya,Brown,tonya.brown2108@email.com,Male,20,English Literature,100.0,88,78,93.9,71.7,86,89,83.8,B,9,yes,Associate,medium,4
2109,Jodi,Scott,jodi.scott2109@email.com,Male,19,English Literature,80.5,61,50,58.8,66.1,60,50,55.5,F,16,yes,High School,low,9
2110,Oscar,Underwood,oscar.underwood2110@email.com,Female,18,Economics,82.0,50,40,51.5,50.0,60,50,46.7,F,11,yes,High School,low,7
2111,Bobby,Griffin,bobby.griffin2111@email.com,Male,22,History,72.5,48,47,57.2,50.0,60,50,49.4,F,7,yes,Associate,low,7
2112,Jared,Sellers,jared.sellers2112@email.com,Female,20,Engineering,85.0,88,83,91.5,77.2,70,75,83.7,B,9,yes,High School,low,6
2113,Stephanie,Chang,stephanie.chang2113@email.com,Female,20,Mathematics,85.6,76,64,83.0,67.7,80,65,70.7,C-,12,yes,Associate,low,3
2114,Jason,Flores,jason.flores2114@email.com,Male,23,Business,88.5,71,79,78.2,75.1,80,84,77.0,C,14,yes,High School,low,5
2115,Kathryn,Jones,kathryn.jones2115@email.com,Female,24,English Literature,95.8,61,59,50.0,67.7,60,64,59.7,F,6,no,High School,medium,5
2116,Jill,Vincent,jill.vincent2116@email.com,Male,18,Business,68.9,86,73,84.9,79.9,90,100,82.0,B-,9,yes,Bachelor's,medium,6
2117,Lisa,Lowery,lisa.lowery2117@email.com,Male,21,Political Science,88.8,69,65,75.1,59.0,60,56,65.8,D,11,yes,Doctorate,medium,8
2118,David,Jacobs,david.jacobs2118@email.com,Male,19,Biology,91.4,80,82,80.2,70.7,68,66,78.4,C+,13,yes,Bachelor's,high,6
2119,Travis,Thompson,travis.thompson2119@email.com,Female,19,English Literature,84.8,79,80,75.3,81.1,77,84,79.6,C+,11,yes,Master's,high,4
2120,William,Wiggins,william.wiggins2120@email.com,Male,22,Chemistry,99.3,40,48,58.7,50.0,60,50,47.6,F,5,no,Bachelor's,low,6
2121,Joseph,Marshall,joseph.marshall2121@email.com,Female,24,English Literature,79.8,90,68,78.2,84.0,75,87,78.7,C+,11,yes,Associate,medium,5
2122,Jesus,Norton,jesus.norton2122@email.com,Female,22,Business,98.1,76,59,71.1,57.2,60,51,64.5,D,8,yes,Bachelor's,medium,6
2123,Jason,Ferguson,jason.ferguson2123@email.com,Male,21,Physics,69.0,99,73,77.4,82.7,63,89,82.9,B-,9,no,Bachelor's,low,5
2124,Sheila,Richardson,sheila.richardson2124@email.com,Male,21,Biology,92.6,65,67,85.2,79.4,73,81,70.6,C-,20,yes,Associate,low,4
2125,Danielle,Kelly,danielle.kelly2125@email.com,Male,21,History,88.6,69,67,60.8,56.5,60,69,66.4,D,11,yes,High School,low,9
2126,James,Klein,james.klein2126@email.com,Female,18,Biology,100.0,74,74,72.1,68.9,90,66,73.6,C,5,yes,High School,low,3
2127,Linda,Juarez,linda.juarez2127@email.com,Male,20,Physics,76.1,40,57,58.7,57.5,60,50,51.6,F,8,yes,Bachelor's,high,6
2128,Nathan,Fritz,nathan.fritz2128@email.com,Female,19,Political Science,66.5,61,60,54.1,64.6,60,50,58.9,F,9,yes,Associate,high,4
2129,Andrew,Perry,andrew.perry2129@email.com,Female,20,English Literature,85.6,63,55,67.2,68.2,60,55,59.5,F,15,yes,High School,medium,6
2130,Christopher,Shepard,christopher.shepard2130@email.com,Female,23,English Literature,71.3,63,49,67.8,60.2,60,64,57.7,F,14,yes,Master's,high,7
2131,Kenneth,Nash,kenneth.nash2131@email.com,Male,23,Political Science,96.4,85,73,74.1,70.0,71,80,77.2,C+,14,yes,Associate,medium,5
2132,Seth,Stewart,seth.stewart2132@email.com,Male,18,English Literature,80.5,64,88,84.7,87.0,77,63,77.5,C+,12,yes,Master's,high,5
2133,James,Kelly,james.kelly2133@email.com,Male,24,History,85.4,91,81,77.5,71.1,80,80,83.0,B,6,no,Bachelor's,high,6
2134,William,Pineda,william.pineda2134@email.com,Male,23,Psychology,90.6,49,57,50.6,57.6,60,50,53.4,F,8,yes,High School,medium,8
2135,Kenneth,Hopkins,kenneth.hopkins2135@email.com,Female,18,Engineering,82.7,49,40,50.0,50.0,60,50,46.2,F,16,no,High School,high,6
2136,Paul,Landry,paul.landry2136@email.com,Male,18,Physics,90.5,77,72,82.6,79.5,82,74,75.8,C,10,yes,High School,low,5
2137,Christopher,Alexander,christopher.alexander2137@email.com,Male,21,Physics,100.0,85,78,85.9,70.5,69,90,81.4,B-,14,no,Associate,medium,2
2138,Joseph,Sanders,joseph.sanders2138@email.com,Female,18,Biology,78.3,86,86,91.8,78.8,79,83,85.6,B,8,yes,High School,low,3
2139,Jonathan,Heath,jonathan.heath2139@email.com,Female,19,Mathematics,90.1,40,40,56.0,50.0,60,50,44.1,F,15,yes,Associate,medium,6
2140,Brooke,Gilbert,brooke.gilbert2140@email.com,Female,21,English Literature,78.4,49,64,62.5,50.0,60,50,57.1,F,7,yes,Master's,low,7
2141,Micheal,Hamilton,micheal.hamilton2141@email.com,Female,18,Engineering,92.5,89,75,83.8,78.4,90,67,80.3,B-,12,yes,Bachelor's,high,4
2142,Brian,Wood,brian.wood2142@email.com,Female,20,Mathematics,89.9,45,60,51.0,50.0,60,53,53.5,F,5,yes,Associate,medium,5
2143,Michael,Johnson,michael.johnson2143@email.com,Female,23,Mathematics,64.4,62,58,54.8,56.8,70,56,59.3,F,5,yes,Master's,high,6
2144,Amy,Haney,amy.haney2144@email.com,Male,21,Business,75.3,63,71,57.3,52.2,67,50,64.1,D,5,no,High School,medium,6
2145,Karen,Newton,karen.newton2145@email.com,Female,22,History,93.2,67,71,56.8,51.4,60,51,64.9,D,19,yes,Bachelor's,medium,9
2146,Patrick,Mcfarland,patrick.mcfarland2146@email.com,Male,24,Biology,70.1,47,46,56.3,50.0,60,50,48.6,F,8,yes,Associate,medium,4
2147,Sandra,Wells,sandra.wells2147@email.com,Female,21,Business,91.4,89,93,78.6,70.5,66,79,86.6,B,15,yes,Associate,medium,7
2148,Christopher,Grimes,christopher.grimes2148@email.com,Female,19,Mathematics,84.8,71,53,59.1,66.1,60,61,60.9,D,18,yes,High School,medium,9
2149,Jill,Hernandez,jill.hernandez2149@email.com,Male,24,Computer Science,83.1,66,54,66.1,64.0,60,70,61.2,D,15,yes,Associate,low,6
2150,Jill,Williams,jill.williams2150@email.com,Female,20,Psychology,93.7,79,80,90.9,87.0,87,85,82.1,B-,14,yes,Associate,medium,5
2151,Diana,Holt,diana.holt2151@email.com,Female,21,Political Science,80.1,71,66,74.6,76.4,67,63,68.7,D,12,no,Associate,medium,2
2152,Rodney,Manning,rodney.manning2152@email.com,Male,20,Business,83.2,85,74,98.3,73.5,68,91,81.2,B-,9,yes,Doctorate,high,7
2153,Michelle,Schwartz,michelle.schwartz2153@email.com,Male,23,Business,76.3,82,93,67.4,79.4,67,80,83.9,B,17,yes,Associate,high,6
2154,Deanna,Kim,deanna.kim2154@email.com,Female,21,Biology,75.1,68,80,90.5,66.5,85,88,77.9,C+,7,yes,Bachelor's,medium,5
2155,Joseph,Perez,joseph.perez2155@email.com,Female,19,Economics,70.3,59,55,66.2,59.5,60,55,57.9,F,10,yes,Bachelor's,medium,6
2156,David,Daugherty,david.daugherty2156@email.com,Female,23,Political Science,79.1,57,61,74.4,55.9,60,63,61.1,D,8,yes,High School,low,6
2157,Thomas,Mccann,thomas.mccann2157@email.com,Female,18,Political Science,85.7,40,45,50.0,50.0,60,55,46.0,F,10,no,Associate,low,6
2158,Amber,Lee,amber.lee2158@email.com,Female,24,English Literature,85.9,88,76,78.5,72.8,69,66,78.4,C+,11,yes,High School,medium,6
2159,Christopher,Young,christopher.young2159@email.com,Male,22,Biology,94.3,64,64,79.0,72.2,60,52,64.6,D,8,yes,Master's,medium,9
2160,Angel,Johnson,angel.johnson2160@email.com,Male,21,Biology,74.2,65,69,66.4,78.3,63,59,66.8,D,14,yes,Associate,low,6
2161,Matthew,Weiss,matthew.weiss2161@email.com,Male,23,Computer Science,73.0,47,46,50.0,56.3,60,55,48.9,F,15,yes,High School,low,8
2162,Lindsey,Maynard,lindsey.maynard2162@email.com,Female,22,Business,81.6,58,70,86.7,67.5,82,75,69.1,D,13,yes,Doctorate,medium,5
2163,Debra,Clark,debra.clark2163@email.com,Male,20,Economics,73.2,80,73,85.2,69.6,70,80,76.7,C,21,yes,Doctorate,high,3
2164,James,Williams,james.williams2164@email.com,Male,19,Business,98.1,73,73,73.8,74.3,60,67,71.9,C-,12,yes,High School,low,5
2165,Jennifer,King,jennifer.king2165@email.com,Female,24,History,81.6,79,68,72.8,68.3,60,73,71.9,C-,12,no,Associate,medium,2
2166,Jean,Singh,jean.singh2166@email.com,Male,23,Engineering,85.3,40,40,50.0,50.0,60,50,43.5,F,8,yes,Bachelor's,medium,8
2167,Joshua,Mathis,joshua.mathis2167@email.com,Female,23,Mathematics,83.8,84,81,88.5,77.2,85,83,83.0,B-,13,yes,High School,low,5
2168,Brendan,Yates,brendan.yates2168@email.com,Female,21,Political Science,84.6,69,56,52.3,54.9,60,59,60.0,D,7,yes,Doctorate,medium,7
2169,Stacy,Murphy,stacy.murphy2169@email.com,Female,20,Computer Science,68.4,40,49,50.0,50.0,60,50,47.1,F,6,yes,Bachelor's,low,5
2170,Mary,Allen,mary.allen2170@email.com,Female,23,Economics,80.1,65,84,78.7,70.2,64,73,75.0,C,19,no,Associate,medium,4
2171,Anna,Green,anna.green2171@email.com,Female,18,Mathematics,79.9,48,47,58.8,51.0,63,50,49.8,F,14,no,High School,low,8
2172,Sheila,Greene,sheila.greene2172@email.com,Male,24,Physics,87.5,62,75,90.0,76.8,78,90,74.4,C,12,yes,Bachelor's,medium,7
2173,Melanie,Lewis,melanie.lewis2173@email.com,Male,24,Psychology,72.6,40,40,50.0,50.0,60,50,43.5,F,10,yes,Associate,medium,6
2174,Robert,Wallace,robert.wallace2174@email.com,Male,18,Computer Science,85.7,87,74,70.2,79.3,60,71,76.9,C,11,yes,Master's,medium,3
2175,James,Gomez,james.gomez2175@email.com,Male,20,Biology,65.5,66,55,66.1,55.3,66,66,61.1,D,8,yes,Doctorate,high,7
2176,Michael,Gay,michael.gay2176@email.com,Female,22,English Literature,79.2,92,81,85.9,89.0,87,75,85.0,B,7,yes,Associate,high,6
2177,Elizabeth,Keith,elizabeth.keith2177@email.com,Male,21,Engineering,90.0,55,50,55.9,50.0,62,50,52.7,F,15,no,High School,low,10
2178,Omar,Griffith,omar.griffith2178@email.com,Female,20,Engineering,81.4,48,64,60.0,59.4,60,58,57.8,F,9,yes,Bachelor's,medium,7
2179,Cathy,Burton,cathy.burton2179@email.com,Female,21,Psychology,83.6,84,63,70.4,100.0,67,59,71.7,C-,9,yes,High School,medium,3
2180,Charles,Pineda,charles.pineda2180@email.com,Male,19,Biology,73.4,51,40,50.0,58.6,60,52,47.5,F,9,yes,High School,medium,7
2181,Laura,Liu,laura.liu2181@email.com,Male,20,Engineering,88.1,78,72,93.0,77.2,60,86,77.0,C,8,yes,Bachelor's,low,4
2182,Randy,Villegas,randy.villegas2182@email.com,Female,24,History,98.3,62,72,78.5,81.5,60,75,69.9,D,22,yes,Doctorate,medium,5
2183,Alicia,Walker,alicia.walker2183@email.com,Female,22,Psychology,89.5,91,85,77.6,93.6,66,74,84.6,B,9,yes,Associate,medium,4
2184,Heidi,Anderson,heidi.anderson2184@email.com,Female,18,Chemistry,100.0,67,87,85.1,72.2,78,68,77.8,C+,17,yes,Master's,medium,5
2185,Vincent,Keith,vincent.keith2185@email.com,Female,20,Physics,98.3,70,71,91.4,60.4,60,50,69.6,D,17,yes,Master's,high,7
